split_id,iteration,is_lookahead,parent_v1x,parent_v1y,parent_v2x,parent_v2y,parent_v3x,parent_v3y,split_src_x,split_src_y,split_tgt_x,split_tgt_y,child1_v1x,child1_v1y,child1_v2x,child1_v2y,child1_v3x,child1_v3y,child2_v1x,child2_v1y,child2_v2x,child2_v2y,child2_v3x,child2_v3y
1109,1325,1,-96.5557,42.0957,-96.6933,42.0614,-96.6221,42.0735,-96.5557,42.0957,-96.6427,42.07,-96.5557,42.0957,-96.6933,42.0614,-96.6427,42.07,-96.5557,42.0957,-96.6427,42.07,-96.6221,42.0735
1110,1326,1,-96.5557,42.0957,-96.6221,42.0735,-96.6055,42.0764,-96.5557,42.0957,-96.6133,42.075,-96.5557,42.0957,-96.6221,42.0735,-96.6133,42.075,-96.5557,42.0957,-96.6133,42.075,-96.6055,42.0764
1111,1327,1,-96.5557,42.0957,-96.6055,42.0764,-96.568,42.0828,-96.5557,42.0957,-96.5716,42.0822,-96.5557,42.0957,-96.6055,42.0764,-96.5716,42.0822,-96.5557,42.0957,-96.5716,42.0822,-96.568,42.0828
1112,1328,1,-96.568,42.0828,-96.5554,42.085,-96.5554,42.0875,-96.568,42.0828,-96.5554,42.0864,-96.568,42.0828,-96.5554,42.085,-96.5554,42.0864,-96.568,42.0828,-96.5554,42.0864,-96.5554,42.0875
1113,1329,1,-96.568,42.0828,-96.5554,42.0875,-96.5555,42.09,-96.568,42.0828,-96.5555,42.0882,-96.568,42.0828,-96.5554,42.0875,-96.5555,42.0882,-96.568,42.0828,-96.5555,42.0882,-96.5555,42.09
1114,1330,1,-96.5555,42.09,-96.5557,42.0957,-96.5612,42.09,-96.5557,42.0957,-96.5606,42.09,-96.5557,42.0957,-96.5612,42.09,-96.5606,42.09,-96.5557,42.0957,-96.5606,42.09,-96.5555,42.09
1115,1332,1,-96.6788,42.0682,-96.5568,42.1405,-96.6033,42.1199,-96.5568,42.1405,-96.6469,42.0901,-96.5568,42.1405,-96.6033,42.1199,-96.6469,42.0901,-96.5568,42.1405,-96.6469,42.0901,-96.6788,42.0682
1116,1333,1,-96.6788,42.0682,-96.6033,42.1199,-96.608,42.1179,-96.6033,42.1199,-96.6476,42.0901,-96.6033,42.1199,-96.608,42.1179,-96.6476,42.0901,-96.6033,42.1199,-96.6476,42.0901,-96.6788,42.0682
1117,1334,1,-96.6788,42.0682,-96.608,42.1179,-96.6113,42.1164,-96.608,42.1179,-96.6482,42.0901,-96.608,42.1179,-96.6113,42.1164,-96.6482,42.0901,-96.608,42.1179,-96.6482,42.0901,-96.6788,42.0682
1118,1335,1,-96.6788,42.0682,-96.6113,42.1164,-96.6273,42.1093,-96.6113,42.1164,-96.6514,42.0901,-96.6113,42.1164,-96.6273,42.1093,-96.6514,42.0901,-96.6113,42.1164,-96.6514,42.0901,-96.6788,42.0682
1119,1336,1,-96.6788,42.0682,-96.6273,42.1093,-96.6351,42.1059,-96.6273,42.1093,-96.6535,42.0901,-96.6273,42.1093,-96.6351,42.1059,-96.6535,42.0901,-96.6273,42.1093,-96.6535,42.0901,-96.6788,42.0682
1120,1337,1,-96.6788,42.0682,-96.6351,42.1059,-96.6424,42.1027,-96.6351,42.1059,-96.6557,42.0901,-96.6351,42.1059,-96.6424,42.1027,-96.6557,42.0901,-96.6351,42.1059,-96.6557,42.0901,-96.6788,42.0682
1121,1338,1,-96.6788,42.0682,-96.6424,42.1027,-96.647,42.1007,-96.6424,42.1027,-96.6574,42.0901,-96.6424,42.1027,-96.647,42.1007,-96.6574,42.0901,-96.6424,42.1027,-96.6574,42.0901,-96.6788,42.0682
1122,1339,1,-96.6788,42.0682,-96.647,42.1007,-96.6485,42.1,-96.6788,42.0682,-96.6477,42.1003,-96.6788,42.0682,-96.647,42.1007,-96.6477,42.1003,-96.6788,42.0682,-96.6477,42.1003,-96.6485,42.1
1123,1340,1,-96.6788,42.0682,-96.6485,42.1,-96.6511,42.0989,-96.6485,42.1,-96.659,42.0901,-96.6485,42.1,-96.6511,42.0989,-96.659,42.0901,-96.6485,42.1,-96.659,42.0901,-96.6788,42.0682
1124,1341,1,-96.6788,42.0682,-96.6511,42.0989,-96.6543,42.0975,-96.6511,42.0989,-96.6604,42.0901,-96.6511,42.0989,-96.6543,42.0975,-96.6604,42.0901,-96.6511,42.0989,-96.6604,42.0901,-96.6788,42.0682
1125,1342,1,-96.6788,42.0682,-96.6543,42.0975,-96.6587,42.0955,-96.6543,42.0975,-96.6627,42.0901,-96.6543,42.0975,-96.6587,42.0955,-96.6627,42.0901,-96.6543,42.0975,-96.6627,42.0901,-96.6788,42.0682
1126,1343,1,-96.6788,42.0682,-96.6587,42.0955,-96.6628,42.0937,-96.6587,42.0955,-96.665,42.0901,-96.6587,42.0955,-96.6628,42.0937,-96.665,42.0901,-96.6587,42.0955,-96.665,42.0901,-96.6788,42.0682
1127,1344,1,-96.6788,42.0682,-96.6628,42.0937,-96.6688,42.091,-96.6628,42.0937,-96.6692,42.0901,-96.6628,42.0937,-96.6688,42.091,-96.6692,42.0901,-96.6628,42.0937,-96.6692,42.0901,-96.6788,42.0682
1128,1347,1,-96.6788,42.0682,-96.6701,42.0905,-96.7631,42.0494,-96.6788,42.0682,-96.6707,42.0902,-96.6788,42.0682,-96.6701,42.0905,-96.6707,42.0902,-96.6788,42.0682,-96.6707,42.0902,-96.7631,42.0494
1129,1348,1,-96.6301,42.0791,-96.5568,42.1405,-96.5761,42.1291,-96.5568,42.1405,-96.6182,42.0901,-96.5568,42.1405,-96.5761,42.1291,-96.6182,42.0901,-96.5568,42.1405,-96.6182,42.0901,-96.6301,42.0791
1130,1349,1,-96.6301,42.0791,-96.5761,42.1291,-96.5939,42.1185,-96.5761,42.1291,-96.62,42.0901,-96.5761,42.1291,-96.5939,42.1185,-96.62,42.0901,-96.5761,42.1291,-96.62,42.0901,-96.6301,42.0791
1131,1350,1,-96.6301,42.0791,-96.5939,42.1185,-96.602,42.1137,-96.5939,42.1185,-96.6212,42.0901,-96.5939,42.1185,-96.602,42.1137,-96.6212,42.0901,-96.5939,42.1185,-96.6212,42.0901,-96.6301,42.0791
1132,1351,1,-96.6301,42.0791,-96.602,42.1137,-96.605,42.112,-96.602,42.1137,-96.6217,42.0901,-96.602,42.1137,-96.605,42.112,-96.6217,42.0901,-96.602,42.1137,-96.6217,42.0901,-96.6301,42.0791
1133,1352,1,-96.6301,42.0791,-96.605,42.112,-96.6087,42.1097,-96.605,42.112,-96.6224,42.0901,-96.605,42.112,-96.6087,42.1097,-96.6224,42.0901,-96.605,42.112,-96.6224,42.0901,-96.6301,42.0791
1134,1353,1,-96.6301,42.0791,-96.6087,42.1097,-96.6116,42.108,-96.6087,42.1097,-96.6231,42.0901,-96.6087,42.1097,-96.6116,42.108,-96.6231,42.0901,-96.6087,42.1097,-96.6231,42.0901,-96.6301,42.0791
1135,1354,1,-96.6301,42.0791,-96.6116,42.108,-96.6147,42.1062,-96.6116,42.108,-96.6238,42.0901,-96.6116,42.108,-96.6147,42.1062,-96.6238,42.0901,-96.6116,42.108,-96.6238,42.0901,-96.6301,42.0791
1136,1355,1,-96.6301,42.0791,-96.6147,42.1062,-96.6186,42.1039,-96.6301,42.0791,-96.6161,42.1054,-96.6301,42.0791,-96.6147,42.1062,-96.6161,42.1054,-96.6301,42.0791,-96.6161,42.1054,-96.6186,42.1039
1137,1356,1,-96.6301,42.0791,-96.6186,42.1039,-96.6233,42.1011,-96.6186,42.1039,-96.6267,42.0901,-96.6186,42.1039,-96.6233,42.1011,-96.6267,42.0901,-96.6186,42.1039,-96.6267,42.0901,-96.6301,42.0791
1138,1357,1,-96.6301,42.0791,-96.6233,42.1011,-96.6277,42.0985,-96.6233,42.1011,-96.6288,42.0901,-96.6233,42.1011,-96.6277,42.0985,-96.6288,42.0901,-96.6233,42.1011,-96.6288,42.0901,-96.6301,42.0791
1139,1358,1,-96.6301,42.0791,-96.6277,42.0985,-96.6313,42.0964,-96.6277,42.0985,-96.6309,42.0901,-96.6277,42.0985,-96.6313,42.0964,-96.6309,42.0901,-96.6277,42.0985,-96.6309,42.0901,-96.6301,42.0791
1140,1359,1,-96.6301,42.0791,-96.6313,42.0964,-96.6343,42.0946,-96.6313,42.0964,-96.633,42.0901,-96.6313,42.0964,-96.6343,42.0946,-96.633,42.0901,-96.6313,42.0964,-96.633,42.0901,-96.6301,42.0791
1141,1360,1,-96.6301,42.0791,-96.6343,42.0946,-96.6371,42.0929,-96.6343,42.0946,-96.6357,42.0901,-96.6343,42.0946,-96.6371,42.0929,-96.6357,42.0901,-96.6343,42.0946,-96.6357,42.0901,-96.6301,42.0791
1142,1361,1,-96.6301,42.0791,-96.6371,42.0929,-96.6379,42.0925,-96.6371,42.0929,-96.6365,42.0901,-96.6371,42.0929,-96.6379,42.0925,-96.6365,42.0901,-96.6371,42.0929,-96.6365,42.0901,-96.6301,42.0791
1143,1362,1,-96.6301,42.0791,-96.6379,42.0925,-96.6392,42.0917,-96.6379,42.0925,-96.638,42.0901,-96.6379,42.0925,-96.6392,42.0917,-96.638,42.0901,-96.6379,42.0925,-96.638,42.0901,-96.6301,42.0791
1144,1363,1,-96.6301,42.0791,-96.6392,42.0917,-96.6788,42.0682,-96.6301,42.0791,-96.6407,42.0908,-96.6301,42.0791,-96.6392,42.0917,-96.6407,42.0908,-96.6301,42.0791,-96.6407,42.0908,-96.6788,42.0682
1145,1364,1,-96.6062,42.0844,-96.5568,42.1405,-96.5748,42.1254,-96.5568,42.1405,-96.6019,42.09,-96.5568,42.1405,-96.5748,42.1254,-96.6019,42.09,-96.5568,42.1405,-96.6019,42.09,-96.6062,42.0844
1146,1365,1,-96.6062,42.0844,-96.5748,42.1254,-96.5766,42.1239,-96.5748,42.1254,-96.602,42.09,-96.5748,42.1254,-96.5766,42.1239,-96.602,42.09,-96.5748,42.1254,-96.602,42.09,-96.6062,42.0844
1147,1366,1,-96.6062,42.0844,-96.5766,42.1239,-96.5974,42.1065,-96.5766,42.1239,-96.604,42.0901,-96.5766,42.1239,-96.5974,42.1065,-96.604,42.0901,-96.5766,42.1239,-96.604,42.0901,-96.6062,42.0844
1148,1367,1,-96.6062,42.0844,-96.5974,42.1065,-96.602,42.1026,-96.5974,42.1065,-96.6049,42.0901,-96.5974,42.1065,-96.602,42.1026,-96.6049,42.0901,-96.5974,42.1065,-96.6049,42.0901,-96.6062,42.0844
1149,1368,1,-96.6062,42.0844,-96.602,42.1026,-96.6036,42.1013,-96.602,42.1026,-96.6054,42.0901,-96.602,42.1026,-96.6036,42.1013,-96.6054,42.0901,-96.602,42.1026,-96.6054,42.0901,-96.6062,42.0844
1150,1369,1,-96.6062,42.0844,-96.6036,42.1013,-96.6053,42.0999,-96.6036,42.1013,-96.6059,42.09,-96.6036,42.1013,-96.6053,42.0999,-96.6059,42.09,-96.6036,42.1013,-96.6059,42.09,-96.6062,42.0844
1151,1370,1,-96.6062,42.0844,-96.6053,42.0999,-96.6072,42.0983,-96.6053,42.0999,-96.6066,42.0901,-96.6053,42.0999,-96.6072,42.0983,-96.6066,42.0901,-96.6053,42.0999,-96.6066,42.0901,-96.6062,42.0844
1152,1371,1,-96.6062,42.0844,-96.6072,42.0983,-96.6111,42.095,-96.6111,42.095,-96.6066,42.09,-96.6111,42.095,-96.6062,42.0844,-96.6066,42.09,-96.6111,42.095,-96.6066,42.09,-96.6072,42.0983
1153,1372,1,-96.6062,42.0844,-96.6111,42.095,-96.6117,42.0945,-96.6111,42.095,-96.6093,42.0901,-96.6111,42.095,-96.6117,42.0945,-96.6093,42.0901,-96.6111,42.095,-96.6093,42.0901,-96.6062,42.0844
1154,1373,1,-96.6062,42.0844,-96.6117,42.0945,-96.612,42.0943,-96.6117,42.0945,-96.6095,42.0901,-96.6117,42.0945,-96.612,42.0943,-96.6095,42.0901,-96.6117,42.0945,-96.6095,42.0901,-96.6062,42.0844
1155,1374,1,-96.6062,42.0844,-96.612,42.0943,-96.6129,42.0935,-96.612,42.0943,-96.6104,42.0901,-96.612,42.0943,-96.6129,42.0935,-96.6104,42.0901,-96.612,42.0943,-96.6104,42.0901,-96.6062,42.0844
1156,1375,1,-96.6062,42.0844,-96.6129,42.0935,-96.6139,42.0927,-96.6129,42.0935,-96.6114,42.0901,-96.6129,42.0935,-96.6139,42.0927,-96.6114,42.0901,-96.6129,42.0935,-96.6114,42.0901,-96.6062,42.0844
1157,1376,1,-96.6062,42.0844,-96.6139,42.0927,-96.6145,42.0922,-96.6139,42.0927,-96.6123,42.0901,-96.6139,42.0927,-96.6145,42.0922,-96.6123,42.0901,-96.6139,42.0927,-96.6123,42.0901,-96.6062,42.0844
1158,1377,1,-96.6062,42.0844,-96.6145,42.0922,-96.6154,42.0914,-96.6145,42.0922,-96.6137,42.0901,-96.6145,42.0922,-96.6154,42.0914,-96.6137,42.0901,-96.6145,42.0922,-96.6137,42.0901,-96.6062,42.0844
1159,1378,1,-96.6062,42.0844,-96.6154,42.0914,-96.6162,42.0908,-96.6162,42.0908,-96.6137,42.0901,-96.6162,42.0908,-96.6062,42.0844,-96.6137,42.0901,-96.6162,42.0908,-96.6137,42.0901,-96.6154,42.0914
1160,1379,1,-96.6062,42.0844,-96.6162,42.0908,-96.6301,42.0791,-96.6062,42.0844,-96.6167,42.0903,-96.6062,42.0844,-96.6162,42.0908,-96.6167,42.0903,-96.6062,42.0844,-96.6167,42.0903,-96.6301,42.0791
1161,1380,1,-96.5568,42.1405,-96.6062,42.0844,-96.6054,42.0846,-96.6062,42.0844,-96.6007,42.09,-96.6062,42.0844,-96.6054,42.0846,-96.6007,42.09,-96.6062,42.0844,-96.6007,42.09,-96.5568,42.1405
1162,1381,1,-96.5568,42.1405,-96.6054,42.0846,-96.6005,42.0857,-96.6054,42.0846,-96.597,42.09,-96.6054,42.0846,-96.6005,42.0857,-96.597,42.09,-96.6054,42.0846,-96.597,42.09,-96.5568,42.1405
1163,1382,1,-96.5568,42.1405,-96.6005,42.0857,-96.599,42.0861,-96.6005,42.0857,-96.5959,42.09,-96.6005,42.0857,-96.599,42.0861,-96.5959,42.09,-96.6005,42.0857,-96.5959,42.09,-96.5568,42.1405
1164,1383,1,-96.5568,42.1405,-96.599,42.0861,-96.597,42.0865,-96.599,42.0861,-96.5944,42.09,-96.599,42.0861,-96.597,42.0865,-96.5944,42.09,-96.599,42.0861,-96.5944,42.09,-96.5568,42.1405
1165,1385,1,-96.5568,42.1405,-96.5966,42.0866,-96.5957,42.0868,-96.5966,42.0866,-96.5933,42.09,-96.5966,42.0866,-96.5957,42.0868,-96.5933,42.09,-96.5966,42.0866,-96.5933,42.09,-96.5568,42.1405
1166,1386,1,-96.5568,42.1405,-96.5957,42.0868,-96.5945,42.0871,-96.5957,42.0868,-96.5924,42.09,-96.5957,42.0868,-96.5945,42.0871,-96.5924,42.09,-96.5957,42.0868,-96.5924,42.09,-96.5568,42.1405
1167,1387,1,-96.5568,42.1405,-96.5945,42.0871,-96.5932,42.0874,-96.5568,42.1405,-96.5935,42.0873,-96.5568,42.1405,-96.5945,42.0871,-96.5935,42.0873,-96.5568,42.1405,-96.5935,42.0873,-96.5932,42.0874
1168,1388,1,-96.5568,42.1405,-96.5932,42.0874,-96.5916,42.0877,-96.5932,42.0874,-96.59,42.09,-96.5932,42.0874,-96.5916,42.0877,-96.59,42.09,-96.5932,42.0874,-96.59,42.09,-96.5568,42.1405
1169,1390,1,-96.5568,42.1405,-96.5913,42.0878,-96.5895,42.0882,-96.5913,42.0878,-96.5883,42.09,-96.5913,42.0878,-96.5895,42.0882,-96.5883,42.09,-96.5913,42.0878,-96.5883,42.09,-96.5568,42.1405
1170,1391,1,-96.5568,42.1405,-96.5895,42.0882,-96.5873,42.0887,-96.5895,42.0882,-96.5865,42.09,-96.5895,42.0882,-96.5873,42.0887,-96.5865,42.09,-96.5895,42.0882,-96.5865,42.09,-96.5568,42.1405
1171,1395,1,-96.5568,42.1405,-96.583,42.0896,-96.5557,42.0957,-96.5568,42.1405,-96.582,42.0899,-96.5568,42.1405,-96.583,42.0896,-96.582,42.0899,-96.5568,42.1405,-96.582,42.0899,-96.5557,42.0957
1172,1396,1,-96.5599,42.2612,-96.7631,42.0722,-96.7572,42.0742,-96.7631,42.0722,-96.7403,42.0902,-96.7631,42.0722,-96.7572,42.0742,-96.7403,42.0902,-96.7631,42.0722,-96.7403,42.0902,-96.5599,42.2612
1173,1397,1,-96.5599,42.2612,-96.7572,42.0742,-96.7538,42.0753,-96.7572,42.0742,-96.7383,42.0902,-96.7572,42.0742,-96.7538,42.0753,-96.7383,42.0902,-96.7572,42.0742,-96.7383,42.0902,-96.5599,42.2612
1174,1399,1,-96.5599,42.2612,-96.7538,42.0753,-96.743,42.0789,-96.7538,42.0753,-96.7316,42.0902,-96.7538,42.0753,-96.743,42.0789,-96.7316,42.0902,-96.7538,42.0753,-96.7316,42.0902,-96.5599,42.2612
1175,1400,1,-96.5599,42.2612,-96.743,42.0789,-96.7396,42.08,-96.743,42.0789,-96.7295,42.0902,-96.743,42.0789,-96.7396,42.08,-96.7295,42.0902,-96.743,42.0789,-96.7295,42.0902,-96.5599,42.2612
1176,1401,1,-96.5599,42.2612,-96.7396,42.08,-96.7385,42.0804,-96.7396,42.08,-96.7288,42.0902,-96.7396,42.08,-96.7385,42.0804,-96.7288,42.0902,-96.7396,42.08,-96.7288,42.0902,-96.5599,42.2612
1177,1402,1,-96.5599,42.2612,-96.7385,42.0804,-96.7365,42.081,-96.7385,42.0804,-96.7275,42.0902,-96.7385,42.0804,-96.7365,42.081,-96.7275,42.0902,-96.7385,42.0804,-96.7275,42.0902,-96.5599,42.2612
1178,1403,1,-96.5599,42.2612,-96.7365,42.081,-96.7291,42.0835,-96.5599,42.2612,-96.7327,42.0823,-96.5599,42.2612,-96.7365,42.081,-96.7327,42.0823,-96.5599,42.2612,-96.7327,42.0823,-96.7291,42.0835
1179,1404,1,-96.5599,42.2612,-96.7291,42.0835,-96.7275,42.084,-96.7291,42.0835,-96.7216,42.0902,-96.7291,42.0835,-96.7275,42.084,-96.7216,42.0902,-96.7291,42.0835,-96.7216,42.0902,-96.5599,42.2612
1180,1405,1,-96.5599,42.2612,-96.7275,42.084,-96.7241,42.0851,-96.7275,42.084,-96.7194,42.0902,-96.7275,42.084,-96.7241,42.0851,-96.7194,42.0902,-96.7275,42.084,-96.7194,42.0902,-96.5599,42.2612
1181,1406,1,-96.5599,42.2612,-96.7241,42.0851,-96.7209,42.0862,-96.7241,42.0851,-96.7172,42.0902,-96.7241,42.0851,-96.7209,42.0862,-96.7172,42.0902,-96.7241,42.0851,-96.7172,42.0902,-96.5599,42.2612
1182,1407,1,-96.5599,42.2612,-96.7209,42.0862,-96.72,42.0865,-96.7209,42.0862,-96.7166,42.0902,-96.7209,42.0862,-96.72,42.0865,-96.7166,42.0902,-96.7209,42.0862,-96.7166,42.0902,-96.5599,42.2612
1183,1408,1,-96.5599,42.2612,-96.72,42.0865,-96.7167,42.0876,-96.72,42.0865,-96.7143,42.0902,-96.72,42.0865,-96.7167,42.0876,-96.7143,42.0902,-96.72,42.0865,-96.7143,42.0902,-96.5599,42.2612
1184,1409,1,-96.5599,42.2612,-96.7167,42.0876,-96.7105,42.0896,-96.7167,42.0876,-96.71,42.0902,-96.7167,42.0876,-96.7105,42.0896,-96.71,42.0902,-96.7167,42.0876,-96.71,42.0902,-96.5599,42.2612
1185,1411,1,-96.5599,42.2612,-96.7094,42.09,-96.5568,42.1405,-96.5599,42.2612,-96.7093,42.09,-96.5599,42.2612,-96.7094,42.09,-96.7093,42.09,-96.5599,42.2612,-96.7093,42.09,-96.5568,42.1405
1186,1412,1,-96.7566,49.8803,-96.7631,42.081,-96.7588,42.0848,-96.7631,42.081,-96.7588,42.0903,-96.7631,42.081,-96.7588,42.0848,-96.7588,42.0903,-96.7631,42.081,-96.7588,42.0903,-96.7566,49.8803
1187,1413,1,-96.7566,49.8803,-96.7588,42.0848,-96.7581,42.0855,-96.7588,42.0848,-96.758,42.0903,-96.7588,42.0848,-96.7581,42.0855,-96.758,42.0903,-96.7588,42.0848,-96.758,42.0903,-96.7566,49.8803
1188,1414,1,-96.7566,49.8803,-96.7581,42.0855,-96.7576,42.0859,-96.7576,42.0859,-96.758,42.0903,-96.7576,42.0859,-96.7566,49.8803,-96.758,42.0903,-96.7576,42.0859,-96.758,42.0903,-96.7581,42.0855
1189,1415,1,-96.7566,49.8803,-96.7576,42.0859,-96.7553,42.0879,-96.7566,49.8803,-96.7572,42.0862,-96.7566,49.8803,-96.7576,42.0859,-96.7572,42.0862,-96.7566,49.8803,-96.7572,42.0862,-96.7553,42.0879
1190,1416,1,-96.7566,49.8803,-96.7553,42.0879,-96.7539,42.0892,-96.7539,42.0892,-96.7553,42.0903,-96.7539,42.0892,-96.7566,49.8803,-96.7553,42.0903,-96.7539,42.0892,-96.7553,42.0903,-96.7553,42.0879
1191,1419,1,-96.7566,49.8803,-96.753,42.09,-96.5599,42.2612,-96.7566,49.8803,-96.7529,42.09,-96.7566,49.8803,-96.753,42.09,-96.7529,42.09,-96.7566,49.8803,-96.7529,42.09,-96.5599,42.2612
1192,1420,1,-96.5599,42.2612,-96.7631,42.081,-96.7631,42.0806,-96.7631,42.081,-96.7523,42.0902,-96.7631,42.081,-96.7631,42.0806,-96.7523,42.0902,-96.7631,42.081,-96.7523,42.0902,-96.5599,42.2612
1193,1423,1,-96.5599,42.2612,-96.7631,42.0803,-96.7631,42.0794,-96.7631,42.0803,-96.751,42.0902,-96.7631,42.0803,-96.7631,42.0794,-96.751,42.0902,-96.7631,42.0803,-96.751,42.0902,-96.5599,42.2612
1194,1424,1,-96.5599,42.2612,-96.7631,42.0794,-96.7631,42.0785,-96.7631,42.0794,-96.75,42.0902,-96.7631,42.0794,-96.7631,42.0785,-96.75,42.0902,-96.7631,42.0794,-96.75,42.0902,-96.5599,42.2612
1195,1425,1,-96.5599,42.2612,-96.7631,42.0785,-96.7631,42.0775,-96.7631,42.0785,-96.749,42.0902,-96.7631,42.0785,-96.7631,42.0775,-96.749,42.0902,-96.7631,42.0785,-96.749,42.0902,-96.5599,42.2612
1196,1426,1,-96.5599,42.2612,-96.7631,42.0775,-96.7631,42.0753,-96.7631,42.0775,-96.7468,42.0902,-96.7631,42.0775,-96.7631,42.0753,-96.7468,42.0902,-96.7631,42.0775,-96.7468,42.0902,-96.5599,42.2612
1197,1427,1,-96.5599,42.2612,-96.7631,42.0753,-96.7631,42.0722,-96.5599,42.2612,-96.7631,42.074,-96.5599,42.2612,-96.7631,42.0753,-96.7631,42.074,-96.5599,42.2612,-96.7631,42.074,-96.7631,42.0722
1198,1428,1,-96.7631,42.0549,-96.5568,42.1405,-96.5657,42.1375,-96.5568,42.1405,-96.6789,42.0901,-96.5568,42.1405,-96.5657,42.1375,-96.6789,42.0901,-96.5568,42.1405,-96.6789,42.0901,-96.7631,42.0549
1199,1429,1,-96.7631,42.0549,-96.5657,42.1375,-96.5857,42.1309,-96.5657,42.1375,-96.6808,42.0901,-96.5657,42.1375,-96.5857,42.1309,-96.6808,42.0901,-96.5657,42.1375,-96.6808,42.0901,-96.7631,42.0549
1200,1430,1,-96.7631,42.0549,-96.5857,42.1309,-96.5993,42.1264,-96.5857,42.1309,-96.6824,42.0901,-96.5857,42.1309,-96.5993,42.1264,-96.6824,42.0901,-96.5857,42.1309,-96.6824,42.0901,-96.7631,42.0549
1201,1431,1,-96.7631,42.0549,-96.5993,42.1264,-96.6125,42.122,-96.5993,42.1264,-96.6841,42.0901,-96.5993,42.1264,-96.6125,42.122,-96.6841,42.0901,-96.5993,42.1264,-96.6841,42.0901,-96.7631,42.0549
1202,1432,1,-96.7631,42.0549,-96.6125,42.122,-96.6354,42.1145,-96.6125,42.122,-96.6875,42.0902,-96.6125,42.122,-96.6354,42.1145,-96.6875,42.0902,-96.6125,42.122,-96.6875,42.0902,-96.7631,42.0549
1203,1433,1,-96.7631,42.0549,-96.6354,42.1145,-96.652,42.109,-96.6354,42.1145,-96.6907,42.0902,-96.6354,42.1145,-96.652,42.109,-96.6907,42.0902,-96.6354,42.1145,-96.6907,42.0902,-96.7631,42.0549
1204,1434,1,-96.7631,42.0549,-96.652,42.109,-96.6562,42.1076,-96.652,42.109,-96.6916,42.0902,-96.652,42.109,-96.6562,42.1076,-96.6916,42.0902,-96.652,42.109,-96.6916,42.0902,-96.7631,42.0549
1205,1435,1,-96.7631,42.0549,-96.6562,42.1076,-96.677,42.1007,-96.7631,42.0549,-96.6702,42.103,-96.7631,42.0549,-96.6562,42.1076,-96.6702,42.103,-96.7631,42.0549,-96.6702,42.103,-96.677,42.1007
1206,1436,1,-96.7631,42.0549,-96.677,42.1007,-96.6776,42.1005,-96.677,42.1007,-96.697,42.0902,-96.677,42.1007,-96.6776,42.1005,-96.697,42.0902,-96.677,42.1007,-96.697,42.0902,-96.7631,42.0549
1207,1437,1,-96.7631,42.0549,-96.6776,42.1005,-96.6806,42.0995,-96.6776,42.1005,-96.6979,42.0902,-96.6776,42.1005,-96.6806,42.0995,-96.6979,42.0902,-96.6776,42.1005,-96.6979,42.0902,-96.7631,42.0549
1208,1438,1,-96.7631,42.0549,-96.6806,42.0995,-96.6815,42.0992,-96.6806,42.0995,-96.6982,42.0902,-96.6806,42.0995,-96.6815,42.0992,-96.6982,42.0902,-96.6806,42.0995,-96.6982,42.0902,-96.7631,42.0549
1209,1439,1,-96.7631,42.0549,-96.6815,42.0992,-96.6824,42.099,-96.6815,42.0992,-96.6985,42.0902,-96.6815,42.0992,-96.6824,42.099,-96.6985,42.0902,-96.6815,42.0992,-96.6985,42.0902,-96.7631,42.0549
1210,1440,1,-96.7631,42.0549,-96.6824,42.099,-96.686,42.0978,-96.6824,42.099,-96.6996,42.0902,-96.6824,42.099,-96.686,42.0978,-96.6996,42.0902,-96.6824,42.099,-96.6996,42.0902,-96.7631,42.0549
1211,1441,1,-96.7631,42.0549,-96.686,42.0978,-96.6989,42.0935,-96.686,42.0978,-96.7044,42.0902,-96.686,42.0978,-96.6989,42.0935,-96.7044,42.0902,-96.686,42.0978,-96.7044,42.0902,-96.7631,42.0549
1212,1442,1,-96.7631,42.0549,-96.6989,42.0935,-96.7024,42.0923,-96.6989,42.0935,-96.7058,42.0902,-96.6989,42.0935,-96.7024,42.0923,-96.7058,42.0902,-96.6989,42.0935,-96.7058,42.0902,-96.7631,42.0549
1213,1443,1,-96.7631,42.0549,-96.7024,42.0923,-96.7631,42.0722,-96.7631,42.0549,-96.7041,42.0918,-96.7631,42.0549,-96.7024,42.0923,-96.7041,42.0918,-96.7631,42.0549,-96.7041,42.0918,-96.7631,42.0722
1214,1444,1,-96.7631,42.0494,-96.5568,42.1405,-96.562,42.1383,-96.5568,42.1405,-96.671,42.0902,-96.5568,42.1405,-96.562,42.1383,-96.671,42.0902,-96.5568,42.1405,-96.671,42.0902,-96.7631,42.0494
1215,1445,1,-96.7631,42.0494,-96.562,42.1383,-96.5703,42.1349,-96.562,42.1383,-96.6712,42.0902,-96.562,42.1383,-96.5703,42.1349,-96.6712,42.0902,-96.562,42.1383,-96.6712,42.0902,-96.7631,42.0494
1216,1446,1,-96.7631,42.0494,-96.5703,42.1349,-96.581,42.1304,-96.5703,42.1349,-96.6714,42.0902,-96.5703,42.1349,-96.581,42.1304,-96.6714,42.0902,-96.5703,42.1349,-96.6714,42.0902,-96.7631,42.0494
1217,1447,1,-96.7631,42.0494,-96.581,42.1304,-96.6244,42.1124,-96.581,42.1304,-96.6735,42.0901,-96.581,42.1304,-96.6244,42.1124,-96.6735,42.0901,-96.581,42.1304,-96.6735,42.0901,-96.7631,42.0494
